Frequency (Hz),Total SGWB,Polarized SGWB
37.94532847236942,0.0,0.0
39.01057617190993,0.0,0.0
40.10572880855496,0.0,0.0
41.23162591029748,0.0,0.0
42.38913057338783,0.0,0.0
43.579130123970295,0.0,0.0
44.802536798294895,0.0,0.0
46.06028844202398,0.0,0.0
47.35334922917121,0.0,0.0
48.68271040122284,0.0,0.0
50.049391027009534,0.0,0.0
51.45443878390924,0.0,0.0
52.89893076098146,0.0,0.0
54.38397428464801,0.0,0.0
55.91070776755293,0.0,0.0
57.48030158125351,0.0,0.0
59.09395895340965,0.0,0.0
60.75291689016077,0.0,0.0
62.45844712439618,0.0,0.0
64.21185709064758,0.0,0.0
66.01449092734883,0.0,0.0
67.86773050723302,0.0,0.0
69.77299649665537,0.0,0.0
71.73174944465613,0.0,0.0
73.74549090259546,0.0,0.0
75.81576457522118,0.0,0.0
77.9441575040495,0.0,0.0
80.13230128396886,0.0,0.0
82.38187331399601,0.0,0.0
84.69459808314593,0.0,0.0
87.07224849239921,0.0,0.0
89.516647213783,0.0,0.0
92.02966808760411,0.0,0.0
94.6132375589076,0.0,0.0
97.2693361542618,0.0,0.0
100.0,0.0,0.0
